year,NAME,vacancy_rate
2018,"Idaho Falls, ID Metro Area",3.2
2018,"Indianapolis-Carmel-Anderson, IN Metro Area",7.3
2018,"Iowa City, IA Metro Area",4.6
2018,"Ithaca, NY Metro Area",2.7
2018,"Jackson, MI Metro Area",9
2018,"Jackson, MS Metro Area",10
2018,"Jackson, TN Metro Area",11.1
2018,"Jacksonville, FL Metro Area",5.4
2018,"Jacksonville, NC Metro Area",6.2
2018,"Janesville-Beloit, WI Metro Area",5.5
2018,"Jefferson City, MO Metro Area",8.2
2018,"Johnson City, TN Metro Area",2.5
2018,"Johnstown, PA Metro Area",3.8
2018,"Jonesboro, AR Metro Area",1.8
2018,"Joplin, MO Metro Area",2.5
2018,"Kahului-Wailuku-Lahaina, HI Metro Area",34.5
2018,"Kalamazoo-Portage, MI Metro Area",2.9
2018,"Kankakee, IL Metro Area",12.4
2018,"Kansas City, MO-KS Metro Area",5.5
2018,"Kennewick-Richland, WA Metro Area",3.2
2018,"Killeen-Temple, TX Metro Area",7.3
2018,"Kingsport-Bristol-Bristol, TN-VA Metro Area",5.3
2018,"Kingston, NY Metro Area",5.6
2018,"Knoxville, TN Metro Area",6.7
2018,"Kokomo, IN Metro Area",8.2
2018,"La Crosse-Onalaska, WI-MN Metro Area",2.8
2018,"Lafayette, LA Metro Area",6.9
2018,"Lafayette-West Lafayette, IN Metro Area",3.9
2018,"Lake Charles, LA Metro Area",9.2
2018,"Lake Havasu City-Kingman, AZ Metro Area",3.2
2018,"Lakeland-Winter Haven, FL Metro Area",6.7
2018,"Lancaster, PA Metro Area",2.7
2018,"Lansing-East Lansing, MI Metro Area",4.6
2018,"Laredo, TX Metro Area",6.5
2018,"Las Cruces, NM Metro Area",6
2018,"Las Vegas-Henderson-Paradise, NV Metro Area",9.9
2018,"Lawrence, KS Metro Area",2.7
2018,"Lawton, OK Metro Area",12.1
2018,"Lebanon, PA Metro Area",4.9
2018,"Lewiston, ID-WA Metro Area",6.9
2018,"Lewiston-Auburn, ME Metro Area",3.3
2018,"Lexington-Fayette, KY Metro Area",4.8
2018,"Lima, OH Metro Area",5
2018,"Lincoln, NE Metro Area",5
2018,"Little Rock-North Little Rock-Conway, AR Metro Area",12.3
2018,"Logan, UT-ID Metro Area",5.8
2018,"Longview, TX Metro Area",9.4
2018,"Longview, WA Metro Area",0
2018,"Los Angeles-Long Beach-Anaheim, CA Metro Area",3.9
2018,"Louisville/Jefferson County, KY-IN Metro Area",7.3
2018,"Lubbock, TX Metro Area",10
2018,"Lynchburg, VA Metro Area",3.5
2018,"Macon-Bibb County, GA Metro Area",7.8
2018,"Madera, CA Metro Area",5.4
2018,"Madison, WI Metro Area",5
2018,"Manchester-Nashua, NH Metro Area",2.4
2018,"Manhattan, KS Metro Area",8
2018,"Mankato-North Mankato, MN Metro Area",8
2018,"Mansfield, OH Metro Area",2.8
2018,"Mayagüez, PR Metro Area",6.2
2018,"McAllen-Edinburg-Mission, TX Metro Area",10.7
2018,"Medford, OR Metro Area",3.3
2018,"Memphis, TN-MS-AR Metro Area",8.7
2018,"Merced, CA Metro Area",2.9
2018,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",7.1
2018,"Michigan City-La Porte, IN Metro Area",5.7
2018,"Midland, MI Metro Area",0.4
2018,"Midland, TX Metro Area",2.1
2018,"Milwaukee-Waukesha-West Allis, WI Metro Area",5.8
2018,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",4.1
2018,"Missoula, MT Metro Area",5
2018,"Mobile, AL Metro Area",4.7
2018,"Modesto, CA Metro Area",2.5
2018,"Monroe, LA Metro Area",11.6
2018,"Monroe, MI Metro Area",2.4
2018,"Montgomery, AL Metro Area",8.1
2018,"Morgantown, WV Metro Area",4.9
2018,"Morristown, TN Metro Area",4
2018,"Mount Vernon-Anacortes, WA Metro Area",0.9
2018,"Muncie, IN Metro Area",6.7
2018,"Muskegon, MI Metro Area",6
2018,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",29.3
2018,"Napa, CA Metro Area",3.1
2018,"Naples-Immokalee-Marco Island, FL Metro Area",7.7
2018,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",7.8
2018,"New Bern, NC Metro Area",5
2018,"New Haven-Milford, CT Metro Area",5.8
2018,"New Orleans-Metairie, LA Metro Area",7.5
2018,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.5
2018,"Niles-Benton Harbor, MI Metro Area",4.7
2018,"North Port-Sarasota-Bradenton, FL Metro Area",11.8
2018,"Norwich-New London, CT Metro Area",5
2018,"Ocala, FL Metro Area",7.9
2018,"Ocean City, NJ Metro Area",37.9
2018,"Odessa, TX Metro Area",2.8
2018,"Ogden-Clearfield, UT Metro Area",4
2018,"Oklahoma City, OK Metro Area",8
2018,"Olympia-Tumwater, WA Metro Area",4.2
2018,"Omaha-Council Bluffs, NE-IA Metro Area",6.1
2018,"Orlando-Kissimmee-Sanford, FL Metro Area",8.2
2018,"Oshkosh-Neenah, WI Metro Area",5.5
2018,"Owensboro, KY Metro Area",7.5
2018,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",4.2
2018,"Palm Bay-Melbourne-Titusville, FL Metro Area",11.5
2018,"Panama City, FL Metro Area",10.4
2018,"Parkersburg-Vienna, WV Metro Area",7.1
2018,"Pensacola-Ferry Pass-Brent, FL Metro Area",12.5
2018,"Peoria, IL Metro Area",7.3
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5.8
2018,"Phoenix-Mesa-Scottsdale, AZ Metro Area",5.2
2018,"Pine Bluff, AR Metro Area",8.7
2018,"Pittsburgh, PA Metro Area",5.1
2018,"Pittsfield, MA Metro Area",3.4
2018,"Pocatello, ID Metro Area",10.5
2018,"Ponce, PR Metro Area",5.6
2018,"Portland-South Portland, ME Metro Area",4.2
2018,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",4.8
2018,"Port St. Lucie, FL Metro Area",7.3
2018,"Prescott, AZ Metro Area",2.4
2018,"Providence-Warwick, RI-MA Metro Area",6.1
2018,"Provo-Orem, UT Metro Area",3.2
2018,"Pueblo, CO Metro Area",2.1
2018,"Punta Gorda, FL Metro Area",14.8
2018,"Racine, WI Metro Area",3.9
2018,"Raleigh, NC Metro Area",5.9
2018,"Rapid City, SD Metro Area",9.3
2018,"Reading, PA Metro Area",8.5
2018,"Redding, CA Metro Area",5.2
2018,"Reno, NV Metro Area",4.1
2018,"Richmond, VA Metro Area",4.3
2018,"Riverside-San Bernardino-Ontario, CA Metro Area",4.6
2018,"Roanoke, VA Metro Area",8.3
2018,"Rochester, MN Metro Area",5.4
2018,"Rochester, NY Metro Area",8
2018,"Rockford, IL Metro Area",9.3
2018,"Rocky Mount, NC Metro Area",2.9
2018,"Rome, GA Metro Area",4.2
2018,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",3.9
2018,"Saginaw, MI Metro Area",9.5
2018,"St. Cloud, MN Metro Area",4.3
2018,"St. George, UT Metro Area",2
2018,"St. Joseph, MO-KS Metro Area",6.5
2018,"St. Louis, MO-IL Metro Area",6.7
2018,"Salem, OR Metro Area",4.9
2018,"Salinas, CA Metro Area",3.8
2018,"Salisbury, MD-DE Metro Area",4.6
2018,"Salt Lake City, UT Metro Area",6.9
2018,"San Angelo, TX Metro Area",8.2
2018,"San Antonio-New Braunfels, TX Metro Area",7
2018,"San Diego-Carlsbad, CA Metro Area",4.3
2018,"San Francisco-Oakland-Hayward, CA Metro Area",4.1
2018,"San Germán, PR Metro Area",5
2018,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",3.8
2018,"San Juan-Carolina-Caguas, PR Metro Area",7
2018,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",3.9
2018,"Santa Cruz-Watsonville, CA Metro Area",3.9
2018,"Santa Fe, NM Metro Area",5.9
2018,"Santa Maria-Santa Barbara, CA Metro Area",1.9
2018,"Santa Rosa, CA Metro Area",3
2018,"Savannah, GA Metro Area",10.7
2018,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",6.6
2018,"Seattle-Tacoma-Bellevue, WA Metro Area",4
2018,"Sebastian-Vero Beach, FL Metro Area",34.5
2018,"Sebring, FL Metro Area",4.8
2018,"Sheboygan, WI Metro Area",5
2018,"Sherman-Denison, TX Metro Area",9.4
2018,"Shreveport-Bossier City, LA Metro Area",11
2018,"Sierra Vista-Douglas, AZ Metro Area",10.1
2018,"Sioux City, IA-NE-SD Metro Area",5.8
2018,"Sioux Falls, SD Metro Area",8.1
2018,"South Bend-Mishawaka, IN-MI Metro Area",6.3
2018,"Spartanburg, SC Metro Area",9
2018,"Spokane-Spokane Valley, WA Metro Area",3.7
2018,"Springfield, IL Metro Area",6.8
2018,"Springfield, MA Metro Area",4.8
2018,"Springfield, MO Metro Area",5.6
2018,"Springfield, OH Metro Area",4.1
2018,"State College, PA Metro Area",5.4
2018,"Staunton-Waynesboro, VA Metro Area",5.1
2018,"Stockton-Lodi, CA Metro Area",2.8
2018,"Sumter, SC Metro Area",7.8
2018,"Syracuse, NY Metro Area",11.1
2018,"Tallahassee, FL Metro Area",7.7
2018,"Tampa-St. Petersburg-Clearwater, FL Metro Area",7.2
2018,"Terre Haute, IN Metro Area",4.5
2018,"Texarkana, TX-AR Metro Area",3.9
2018,"The Villages, FL Metro Area",25
2018,"Toledo, OH Metro Area",7.3
2018,"Topeka, KS Metro Area",12.3
2018,"Trenton, NJ Metro Area",2.5
2018,"Tucson, AZ Metro Area",6.4
2018,"Tulsa, OK Metro Area",8.8
2018,"Tuscaloosa, AL Metro Area",4.9
2018,"Twin Falls, ID Metro Area",5
2018,"Tyler, TX Metro Area",8.8
2018,"Urban Honolulu, HI Metro Area",6.2
2018,"Utica-Rome, NY Metro Area",5.9
2018,"Valdosta, GA Metro Area",9.7
2018,"Vallejo-Fairfield, CA Metro Area",2.9
2018,"Victoria, TX Metro Area",9.1
2018,"Vineland-Bridgeton, NJ Metro Area",4.3
2018,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",6.2
2018,"Visalia-Porterville, CA Metro Area",2.6
2018,"Waco, TX Metro Area",5.6
2018,"Walla Walla, WA Metro Area",11.8
2018,"Warner Robins, GA Metro Area",7
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5
2018,"Waterloo-Cedar Falls, IA Metro Area",5.7
2018,"Watertown-Fort Drum, NY Metro Area",7.3
2018,"Wausau, WI Metro Area",1.1
2018,"Weirton-Steubenville, WV-OH Metro Area",4.7
2018,"Wenatchee, WA Metro Area",2.3
2018,"Wheeling, WV-OH Metro Area",16.1
2018,"Wichita, KS Metro Area",9.4
2018,"Wichita Falls, TX Metro Area",12.7
2018,"Williamsport, PA Metro Area",10
2018,"Wilmington, NC Metro Area",5.7
2018,"Winchester, VA-WV Metro Area",4.7
2018,"Winston-Salem, NC Metro Area",8
2018,"Worcester, MA-CT Metro Area",4.5
2018,"Yakima, WA Metro Area",4.4
2018,"York-Hanover, PA Metro Area",4.1
2018,"Youngstown-Warren-Boardman, OH-PA Metro Area",5.8
2018,"Yuba City, CA Metro Area",6.4
2018,"Yuma, AZ Metro Area",7.5
2019,"Abilene, TX Metro Area",5.9
2019,"Aguadilla-Isabela, PR Metro Area",5.9
2019,"Akron, OH Metro Area",3.5
2019,"Albany, GA Metro Area",12.7
2019,"Albany-Lebanon, OR Metro Area",2.1
2019,"Albany-Schenectady-Troy, NY Metro Area",7.1
2019,"Albuquerque, NM Metro Area",7.3
2019,"Alexandria, LA Metro Area",8.2
2019,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4.9
2019,"Altoona, PA Metro Area",4.8
2019,"Amarillo, TX Metro Area",11
2019,"Ames, IA Metro Area",2.2
2019,"Anchorage, AK Metro Area",10.3
2019,"Ann Arbor, MI Metro Area",3.6
2019,"Anniston-Oxford, AL Metro Area",7.8
2019,"Appleton, WI Metro Area",2.6
2019,"Arecibo, PR Metro Area",3.1
2019,"Asheville, NC Metro Area",6.3
2019,"Athens-Clarke County, GA Metro Area",1.2
2019,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6.2
2019,"Atlantic City-Hammonton, NJ Metro Area",5.4
2019,"Auburn-Opelika, AL Metro Area",6.6
2019,"Augusta-Richmond County, GA-SC Metro Area",11
2019,"Austin-Round Rock-Georgetown, TX Metro Area",5.6
2019,"Bakersfield, CA Metro Area",4.7
2019,"Baltimore-Columbia-Towson, MD Metro Area",7.3
2019,"Bangor, ME Metro Area",6.9
2019,"Barnstable Town, MA Metro Area",7.9
2019,"Baton Rouge, LA Metro Area",11
2019,"Battle Creek, MI Metro Area",11.4
2019,"Bay City, MI Metro Area",3.4
2019,"Beaumont-Port Arthur, TX Metro Area",7
2019,"Beckley, WV Metro Area",6.7
2019,"Bellingham, WA Metro Area",3.8
2019,"Bend, OR Metro Area",5.8
2019,"Billings, MT Metro Area",6.6
2019,"Binghamton, NY Metro Area",10.1
2019,"Birmingham-Hoover, AL Metro Area",8.5
2019,"Bismarck, ND Metro Area",7.9
2019,"Blacksburg-Christiansburg, VA Metro Area",4.3
2019,"Bloomington, IL Metro Area",9
2019,"Bloomington, IN Metro Area",6.3
2019,"Bloomsburg-Berwick, PA Metro Area",3.4
2019,"Boise City, ID Metro Area",3.3
2019,"Boston-Cambridge-Newton, MA-NH Metro Area",2.9
2019,"Boulder, CO Metro Area",3.2
2019,"Bowling Green, KY Metro Area",9.9
2019,"Bremerton-Silverdale-Port Orchard, WA Metro Area",2.9
2019,"Bridgeport-Stamford-Norwalk, CT Metro Area",8.6
2019,"Brownsville-Harlingen, TX Metro Area",5.6
2019,"Brunswick, GA Metro Area",11.9
2019,"Buffalo-Cheektowaga, NY Metro Area",3.7
2019,"Burlington, NC Metro Area",7.8
2019,"Burlington-South Burlington, VT Metro Area",2.2
2019,"California-Lexington Park, MD Metro Area",11.7
2019,"Canton-Massillon, OH Metro Area",4.9
2019,"Cape Coral-Fort Myers, FL Metro Area",10.4
2019,"Cape Girardeau, MO-IL Metro Area",6.9
2019,"Carbondale-Marion, IL Metro Area",12.7
2019,"Carson City, NV Metro Area",2.8
2019,"Casper, WY Metro Area",8.2
2019,"Cedar Rapids, IA Metro Area",6
2019,"Chambersburg-Waynesboro, PA Metro Area",4.9
2019,"Champaign-Urbana, IL Metro Area",11.5
2019,"Charleston, WV Metro Area",10.3
2019,"Charleston-North Charleston, SC Metro Area",8.9
2019,"Charlotte-Concord-Gastonia, NC-SC Metro Area",7.1
2019,"Charlottesville, VA Metro Area",3.1
2019,"Chattanooga, TN-GA Metro Area",5.8
2019,"Cheyenne, WY Metro Area",1
2019,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",4.8
2019,"Chico, CA Metro Area",5.6
2019,"Cincinnati, OH-KY-IN Metro Area",3.6
2019,"Clarksville, TN-KY Metro Area",6.7
2019,"Cleveland, TN Metro Area",6.6
2019,"Cleveland-Elyria, OH Metro Area",5.8
2019,"Coeur d'Alene, ID Metro Area",1.9
2019,"College Station-Bryan, TX Metro Area",11.4
2019,"Colorado Springs, CO Metro Area",3.2
2019,"Columbia, MO Metro Area",12.2
2019,"Columbia, SC Metro Area",4.7
2019,"Columbus, GA-AL Metro Area",8.1
2019,"Columbus, IN Metro Area",7.2
2019,"Columbus, OH Metro Area",4.7
2019,"Corpus Christi, TX Metro Area",8.7
2019,"Corvallis, OR Metro Area",5.6
2019,"Crestview-Fort Walton Beach-Destin, FL Metro Area",25.1
2019,"Cumberland, MD-WV Metro Area",13.2
2019,"Dallas-Fort Worth-Arlington, TX Metro Area",8.8
2019,"Dalton, GA Metro Area",8.8
2019,"Danville, IL Metro Area",10.9
2019,"Daphne-Fairhope-Foley, AL Metro Area",51.1
2019,"Davenport-Moline-Rock Island, IA-IL Metro Area",6
2019,"Dayton-Kettering, OH Metro Area",6
2019,"Decatur, AL Metro Area",9.9
2019,"Decatur, IL Metro Area",15.4
2019,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",6.8
2019,"Denver-Aurora-Lakewood, CO Metro Area",4.2
2019,"Des Moines-West Des Moines, IA Metro Area",5.7
2019,"Detroit-Warren-Dearborn, MI Metro Area",5.4
2019,"Dothan, AL Metro Area",10.7
2019,"Dover, DE Metro Area",4.4
2019,"Dubuque, IA Metro Area",17.2
2019,"Duluth, MN-WI Metro Area",6.9
2019,"Durham-Chapel Hill, NC Metro Area",4.7
2019,"East Stroudsburg, PA Metro Area",7.5
2019,"Eau Claire, WI Metro Area",6.6
2019,"El Centro, CA Metro Area",1.9
2019,"Elizabethtown-Fort Knox, KY Metro Area",12.4
2019,"Elkhart-Goshen, IN Metro Area",14.3
2019,"Elmira, NY Metro Area",12.9
2019,"El Paso, TX Metro Area",12
2019,"Enid, OK Metro Area",7.7
2019,"Erie, PA Metro Area",5.2
2019,"Eugene-Springfield, OR Metro Area",2
2019,"Evansville, IN-KY Metro Area",7
2019,"Fairbanks, AK Metro Area",7.8
2019,"Fargo, ND-MN Metro Area",8.1
2019,"Farmington, NM Metro Area",11.7
2019,"Fayetteville, NC Metro Area",7.3
2019,"Fayetteville-Springdale-Rogers, AR Metro Area",5.8
2019,"Flagstaff, AZ Metro Area",12.3
2019,"Flint, MI Metro Area",5.7
2019,"Florence, SC Metro Area",9.5
2019,"Florence-Muscle Shoals, AL Metro Area",4.4
2019,"Fond du Lac, WI Metro Area",6.1
2019,"Fort Collins, CO Metro Area",1.5
2019,"Fort Smith, AR-OK Metro Area",4.7
2019,"Fort Wayne, IN Metro Area",7
2019,"Fresno, CA Metro Area",4.1
2019,"Gadsden, AL Metro Area",10.1
2019,"Gainesville, FL Metro Area",16.3
2019,"Gainesville, GA Metro Area",5.3
2019,"Gettysburg, PA Metro Area",7.2
2019,"Glens Falls, NY Metro Area",6.7
2019,"Goldsboro, NC Metro Area",2.5
2019,"Grand Forks, ND-MN Metro Area",4.5
2019,"Grand Island, NE Metro Area",0.3
2019,"Grand Junction, CO Metro Area",2.1
2019,"Grand Rapids-Kentwood, MI Metro Area",4.1
2019,"Grants Pass, OR Metro Area",5.1
2019,"Great Falls, MT Metro Area",12.4
2019,"Greeley, CO Metro Area",4.9
2019,"Green Bay, WI Metro Area",3
2019,"Greensboro-High Point, NC Metro Area",5.6
2019,"Greenville, NC Metro Area",3.3
2019,"Greenville-Anderson, SC Metro Area",7.1
2019,"Guayama, PR Metro Area",0
2019,"Gulfport-Biloxi, MS Metro Area",11.6
2019,"Hagerstown-Martinsburg, MD-WV Metro Area",5.7
2019,"Hammond, LA Metro Area",7.1
2019,"Hanford-Corcoran, CA Metro Area",1.8
2019,"Harrisburg-Carlisle, PA Metro Area",5
2019,"Harrisonburg, VA Metro Area",4.2
2019,"Hartford-East Hartford-Middletown, CT Metro Area",6
2019,"Hattiesburg, MS Metro Area",11.6
2019,"Hickory-Lenoir-Morganton, NC Metro Area",5.5
2019,"Hilton Head Island-Bluffton, SC Metro Area",14.7
2019,"Hinesville, GA Metro Area",13
2019,"Homosassa Springs, FL Metro Area",10.3
2019,"Hot Springs, AR Metro Area",8.5
2019,"Houma-Thibodaux, LA Metro Area",6
2019,"Houston-The Woodlands-Sugar Land, TX Metro Area",8.6
2019,"Huntington-Ashland, WV-KY-OH Metro Area",5
2019,"Huntsville, AL Metro Area",4.5
2019,"Idaho Falls, ID Metro Area",5
2019,"Indianapolis-Carmel-Anderson, IN Metro Area",6.1
2019,"Iowa City, IA Metro Area",7.1
2019,"Ithaca, NY Metro Area",6.6
2019,"Jackson, MI Metro Area",5.1
2019,"Jackson, MS Metro Area",7.1
2019,"Jackson, TN Metro Area",5.3
2019,"Jacksonville, FL Metro Area",7.8
2019,"Jacksonville, NC Metro Area",4.6
2019,"Janesville-Beloit, WI Metro Area",4.8
2019,"Jefferson City, MO Metro Area",1.5
2019,"Johnson City, TN Metro Area",3.1
2019,"Johnstown, PA Metro Area",7.1
2019,"Jonesboro, AR Metro Area",4.7
2019,"Joplin, MO Metro Area",3.2
2019,"Kahului-Wailuku-Lahaina, HI Metro Area",29.6
2019,"Kalamazoo-Portage, MI Metro Area",6.1
2019,"Kankakee, IL Metro Area",3.5
2019,"Kansas City, MO-KS Metro Area",4.8
2019,"Kennewick-Richland, WA Metro Area",5.3
2019,"Killeen-Temple, TX Metro Area",8.3
2019,"Kingsport-Bristol, TN-VA Metro Area",4.1
2019,"Kingston, NY Metro Area",0.4
2019,"Knoxville, TN Metro Area",6
2019,"Kokomo, IN Metro Area",9.4
2019,"La Crosse-Onalaska, WI-MN Metro Area",4.6
2019,"Lafayette, LA Metro Area",7.7
2019,"Lafayette-West Lafayette, IN Metro Area",4.6
2019,"Lake Charles, LA Metro Area",11.1
2019,"Lake Havasu City-Kingman, AZ Metro Area",1.8
2019,"Lakeland-Winter Haven, FL Metro Area",7
2019,"Lancaster, PA Metro Area",2.6
2019,"Lansing-East Lansing, MI Metro Area",7.1
2019,"Laredo, TX Metro Area",7.5
2019,"Las Cruces, NM Metro Area",10.6
2019,"Las Vegas-Henderson-Paradise, NV Metro Area",8.8
2019,"Lawrence, KS Metro Area",3.5
2019,"Lawton, OK Metro Area",3.2
2019,"Lebanon, PA Metro Area",6.1
2019,"Lewiston, ID-WA Metro Area",0
2019,"Lewiston-Auburn, ME Metro Area",1.1
2019,"Lexington-Fayette, KY Metro Area",4.7
2019,"Lima, OH Metro Area",5.1
2019,"Lincoln, NE Metro Area",3.2
2019,"Little Rock-North Little Rock-Conway, AR Metro Area",9.7
2019,"Logan, UT-ID Metro Area",6.3
2019,"Longview, TX Metro Area",5.5
2019,"Longview, WA Metro Area",0.9
2019,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4.2
2019,"Louisville/Jefferson County, KY-IN Metro Area",7.8
2019,"Lubbock, TX Metro Area",9.3
2019,"Lynchburg, VA Metro Area",6.6
2019,"Macon-Bibb County, GA Metro Area",11.6
2019,"Madera, CA Metro Area",2
2019,"Madison, WI Metro Area",3.4
2019,"Manchester-Nashua, NH Metro Area",3
2019,"Manhattan, KS Metro Area",13.6
2019,"Mankato, MN Metro Area",5.2
2019,"Mansfield, OH Metro Area",2.8
2019,"Mayagüez, PR Metro Area",9.1
2019,"McAllen-Edinburg-Mission, TX Metro Area",9.7
2019,"Medford, OR Metro Area",3.3
2019,"Memphis, TN-MS-AR Metro Area",9.3
2019,"Merced, CA Metro Area",2.4
2019,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5.8
2019,"Michigan City-La Porte, IN Metro Area",4.4
2019,"Midland, MI Metro Area",2.5
2019,"Midland, TX Metro Area",5.1
2019,"Milwaukee-Waukesha, WI Metro Area",5.4
2019,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3.8
2019,"Missoula, MT Metro Area",1.3
2019,"Mobile, AL Metro Area",7.3
2019,"Modesto, CA Metro Area",1.9
2019,"Monroe, LA Metro Area",12.3
2019,"Monroe, MI Metro Area",1.1
2019,"Montgomery, AL Metro Area",8.1
2019,"Morgantown, WV Metro Area",6.3
2019,"Morristown, TN Metro Area",9.3
2019,"Mount Vernon-Anacortes, WA Metro Area",1
2019,"Muncie, IN Metro Area",8.6
2019,"Muskegon, MI Metro Area",6.5
2019,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",28.9
2019,"Napa, CA Metro Area",5.9
2019,"Naples-Marco Island, FL Metro Area",7.1
2019,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",8.7
2019,"New Bern, NC Metro Area",6.7
2019,"New Haven-Milford, CT Metro Area",5.7
2019,"New Orleans-Metairie, LA Metro Area",6.3
2019,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3.4
2019,"Niles, MI Metro Area",7.2
2019,"North Port-Sarasota-Bradenton, FL Metro Area",18.8
2019,"Norwich-New London, CT Metro Area",4.6
2019,"Ocala, FL Metro Area",5.4
2019,"Ocean City, NJ Metro Area",37.1
2019,"Odessa, TX Metro Area",5.6
2019,"Ogden-Clearfield, UT Metro Area",4.7
2019,"Oklahoma City, OK Metro Area",7.6
2019,"Olympia-Lacey-Tumwater, WA Metro Area",4.8
2019,"Omaha-Council Bluffs, NE-IA Metro Area",7.4
2019,"Orlando-Kissimmee-Sanford, FL Metro Area",11.7
2019,"Oshkosh-Neenah, WI Metro Area",5
2019,"Owensboro, KY Metro Area",4.5
2019,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",4.5
2019,"Palm Bay-Melbourne-Titusville, FL Metro Area",13.5
2019,"Panama City, FL Metro Area",7
2019,"Parkersburg-Vienna, WV Metro Area",10.4
2019,"Pensacola-Ferry Pass-Brent, FL Metro Area",4.7
2019,"Peoria, IL Metro Area",9.1
2019,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5.1
2019,"Phoenix-Mesa-Chandler, AZ Metro Area",5
2019,"Pine Bluff, AR Metro Area",5.2
2019,"Pittsburgh, PA Metro Area",4.7
2019,"Pittsfield, MA Metro Area",6.4
2019,"Pocatello, ID Metro Area",4.9
2019,"Ponce, PR Metro Area",6.6
2019,"Portland-South Portland, ME Metro Area",4.4
2019,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",4
2019,"Port St. Lucie, FL Metro Area",11.3
2019,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",3.2
2019,"Prescott Valley-Prescott, AZ Metro Area",6
2019,"Providence-Warwick, RI-MA Metro Area",5.8
2019,"Provo-Orem, UT Metro Area",4.1
2019,"Pueblo, CO Metro Area",2.6
2019,"Punta Gorda, FL Metro Area",18.4
2019,"Racine, WI Metro Area",5.7
2019,"Raleigh-Cary, NC Metro Area",5.9
2019,"Rapid City, SD Metro Area",5.2
2019,"Reading, PA Metro Area",5.4
2019,"Redding, CA Metro Area",1.4
2019,"Reno, NV Metro Area",3.2
2019,"Richmond, VA Metro Area",5.9
2019,"Riverside-San Bernardino-Ontario, CA Metro Area",4.2
2019,"Roanoke, VA Metro Area",8.1
2019,"Rochester, MN Metro Area",5.3
2019,"Rochester, NY Metro Area",7
2019,"Rockford, IL Metro Area",7.2
2019,"Rocky Mount, NC Metro Area",4.5
2019,"Rome, GA Metro Area",11.2
2019,"Sacramento-Roseville-Folsom, CA Metro Area",2.8
2019,"Saginaw, MI Metro Area",12.5
2019,"St. Cloud, MN Metro Area",1.4
2019,"St. George, UT Metro Area",4.4
2019,"St. Joseph, MO-KS Metro Area",7.5
2019,"St. Louis, MO-IL Metro Area",5.2
2019,"Salem, OR Metro Area",5.7
2019,"Salinas, CA Metro Area",5.7
2019,"Salisbury, MD-DE Metro Area",4.8
2019,"Salt Lake City, UT Metro Area",7.5
2019,"San Angelo, TX Metro Area",3.8
2019,"San Antonio-New Braunfels, TX Metro Area",7.1
2019,"San Diego-Chula Vista-Carlsbad, CA Metro Area",4.8
2019,"San Francisco-Oakland-Berkeley, CA Metro Area",3.5
2019,"San Germán, PR Metro Area",7.3
2019,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.9
2019,"San Juan-Bayamón-Caguas, PR Metro Area",6.6
2019,"San Luis Obispo-Paso Robles, CA Metro Area",7.5
2019,"Santa Cruz-Watsonville, CA Metro Area",2
2019,"Santa Fe, NM Metro Area",8.1
2019,"Santa Maria-Santa Barbara, CA Metro Area",3.8
2019,"Santa Rosa-Petaluma, CA Metro Area",2.7
2019,"Savannah, GA Metro Area",9.6
2019,"Scranton--Wilkes-Barre, PA Metro Area",3.2
2019,"Seattle-Tacoma-Bellevue, WA Metro Area",4.4
2019,"Sebastian-Vero Beach, FL Metro Area",13.9
2019,"Sebring-Avon Park, FL Metro Area",4.2
2019,"Sheboygan, WI Metro Area",1.4
2019,"Sherman-Denison, TX Metro Area",4
2019,"Shreveport-Bossier City, LA Metro Area",9.3
