year,NAME,vacancy_rate
2019,"Sierra Vista-Douglas, AZ Metro Area",2.9
2019,"Sioux City, IA-NE-SD Metro Area",5.3
2019,"Sioux Falls, SD Metro Area",5
2019,"South Bend-Mishawaka, IN-MI Metro Area",11.4
2019,"Spartanburg, SC Metro Area",6.6
2019,"Spokane-Spokane Valley, WA Metro Area",2.8
2019,"Springfield, IL Metro Area",5.9
2019,"Springfield, MA Metro Area",3
2019,"Springfield, MO Metro Area",1.2
2019,"Springfield, OH Metro Area",3.8
2019,"State College, PA Metro Area",4.6
2019,"Staunton, VA Metro Area",7.6
2019,"Stockton, CA Metro Area",4.7
2019,"Sumter, SC Metro Area",5
2019,"Syracuse, NY Metro Area",9.5
2019,"Tallahassee, FL Metro Area",5.8
2019,"Tampa-St. Petersburg-Clearwater, FL Metro Area",8.2
2019,"Terre Haute, IN Metro Area",5.3
2019,"Texarkana, TX-AR Metro Area",5
2019,"The Villages, FL Metro Area",17.9
2019,"Toledo, OH Metro Area",4.6
2019,"Topeka, KS Metro Area",10.8
2019,"Trenton-Princeton, NJ Metro Area",3.5
2019,"Tucson, AZ Metro Area",6.5
2019,"Tulsa, OK Metro Area",8
2019,"Tuscaloosa, AL Metro Area",5.6
2019,"Twin Falls, ID Metro Area",3.1
2019,"Tyler, TX Metro Area",7.6
2019,"Urban Honolulu, HI Metro Area",4.9
2019,"Utica-Rome, NY Metro Area",6.2
2019,"Valdosta, GA Metro Area",10.1
2019,"Vallejo, CA Metro Area",4.3
2019,"Victoria, TX Metro Area",19.1
2019,"Vineland-Bridgeton, NJ Metro Area",3.6
2019,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",7
2019,"Visalia, CA Metro Area",2.4
2019,"Waco, TX Metro Area",3.7
2019,"Walla Walla, WA Metro Area",2.9
2019,"Warner Robins, GA Metro Area",10.6
2019,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5
2019,"Waterloo-Cedar Falls, IA Metro Area",5.9
2019,"Watertown-Fort Drum, NY Metro Area",9
2019,"Wausau-Weston, WI Metro Area",1.4
2019,"Weirton-Steubenville, WV-OH Metro Area",4.1
2019,"Wenatchee, WA Metro Area",9.2
2019,"Wheeling, WV-OH Metro Area",4.4
2019,"Wichita, KS Metro Area",8.6
2019,"Wichita Falls, TX Metro Area",9.7
2019,"Williamsport, PA Metro Area",10.1
2019,"Wilmington, NC Metro Area",4.4
2019,"Winchester, VA-WV Metro Area",11.1
2019,"Winston-Salem, NC Metro Area",7.1
2019,"Worcester, MA-CT Metro Area",2.9
2019,"Yakima, WA Metro Area",2.5
2019,"Yauco, PR Metro Area",9
2019,"York-Hanover, PA Metro Area",3.1
2019,"Youngstown-Warren-Boardman, OH-PA Metro Area",4.8
2019,"Yuba City, CA Metro Area",3.5
2019,"Yuma, AZ Metro Area",5.1
2021,"Abilene, TX Metro Area",0.1
2021,"Aguadilla-Isabela, PR Metro Area",5.7
2021,"Akron, OH Metro Area",4.1
2021,"Albany, GA Metro Area",7
2021,"Albany-Lebanon, OR Metro Area",1.8
2021,"Albany-Schenectady-Troy, NY Metro Area",5.7
2021,"Albuquerque, NM Metro Area",3.5
2021,"Alexandria, LA Metro Area",9
2021,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",3.8
2021,"Altoona, PA Metro Area",8.7
2021,"Amarillo, TX Metro Area",8.6
2021,"Ames, IA Metro Area",5.4
2021,"Anchorage, AK Metro Area",7.1
2021,"Ann Arbor, MI Metro Area",4.3
2021,"Anniston-Oxford, AL Metro Area",8.1
2021,"Appleton, WI Metro Area",1.7
2021,"Arecibo, PR Metro Area",4.1
2021,"Asheville, NC Metro Area",11.3
2021,"Athens-Clarke County, GA Metro Area",0.5
2021,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6.2
2021,"Atlantic City-Hammonton, NJ Metro Area",1.9
2021,"Auburn-Opelika, AL Metro Area",5
2021,"Augusta-Richmond County, GA-SC Metro Area",8.8
2021,"Austin-Round Rock-Georgetown, TX Metro Area",2.5
2021,"Bakersfield, CA Metro Area",3.3
2021,"Baltimore-Columbia-Towson, MD Metro Area",4.2
2021,"Bangor, ME Metro Area",2.4
2021,"Barnstable Town, MA Metro Area",7
2021,"Baton Rouge, LA Metro Area",7.4
2021,"Battle Creek, MI Metro Area",8.8
2021,"Bay City, MI Metro Area",8.2
2021,"Beaumont-Port Arthur, TX Metro Area",5.2
2021,"Beckley, WV Metro Area",6.5
2021,"Bellingham, WA Metro Area",2
2021,"Bend, OR Metro Area",1.3
2021,"Billings, MT Metro Area",6.5
2021,"Binghamton, NY Metro Area",4.1
2021,"Birmingham-Hoover, AL Metro Area",5
2021,"Bismarck, ND Metro Area",12.9
2021,"Blacksburg-Christiansburg, VA Metro Area",2.2
2021,"Bloomington, IL Metro Area",5.5
2021,"Bloomington, IN Metro Area",6.3
2021,"Bloomsburg-Berwick, PA Metro Area",2.3
2021,"Boise City, ID Metro Area",3.7
2021,"Boston-Cambridge-Newton, MA-NH Metro Area",4.4
2021,"Boulder, CO Metro Area",5
2021,"Bowling Green, KY Metro Area",3.6
2021,"Bremerton-Silverdale-Port Orchard, WA Metro Area",5.4
2021,"Bridgeport-Stamford-Norwalk, CT Metro Area",4.3
2021,"Brownsville-Harlingen, TX Metro Area",4.5
2021,"Brunswick, GA Metro Area",7.4
2021,"Buffalo-Cheektowaga, NY Metro Area",3
2021,"Burlington, NC Metro Area",2.7
2021,"Burlington-South Burlington, VT Metro Area",1.7
2021,"California-Lexington Park, MD Metro Area",2.2
2021,"Canton-Massillon, OH Metro Area",3.2
2021,"Cape Coral-Fort Myers, FL Metro Area",8.5
2021,"Cape Girardeau, MO-IL Metro Area",7.4
2021,"Carbondale-Marion, IL Metro Area",7.4
2021,"Carson City, NV Metro Area",4
2021,"Casper, WY Metro Area",3.5
2021,"Cedar Rapids, IA Metro Area",8.7
2021,"Chambersburg-Waynesboro, PA Metro Area",5.6
2021,"Champaign-Urbana, IL Metro Area",9.2
2021,"Charleston, WV Metro Area",5.4
2021,"Charleston-North Charleston, SC Metro Area",15.3
2021,"Charlotte-Concord-Gastonia, NC-SC Metro Area",5.2
2021,"Charlottesville, VA Metro Area",3.4
2021,"Chattanooga, TN-GA Metro Area",4.7
2021,"Cheyenne, WY Metro Area",NA
2021,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",5.7
2021,"Chico, CA Metro Area",4.4
2021,"Cincinnati, OH-KY-IN Metro Area",4.4
2021,"Clarksville, TN-KY Metro Area",5.1
2021,"Cleveland, TN Metro Area",1.3
2021,"Cleveland-Elyria, OH Metro Area",4
2021,"Coeur d'Alene, ID Metro Area",7.1
2021,"College Station-Bryan, TX Metro Area",10
2021,"Colorado Springs, CO Metro Area",3.1
2021,"Columbia, MO Metro Area",6
2021,"Columbia, SC Metro Area",3.7
2021,"Columbus, GA-AL Metro Area",6.8
2021,"Columbus, IN Metro Area",3.7
2021,"Columbus, OH Metro Area",3.8
2021,"Corpus Christi, TX Metro Area",8.3
2021,"Corvallis, OR Metro Area",1.3
2021,"Crestview-Fort Walton Beach-Destin, FL Metro Area",22.8
2021,"Cumberland, MD-WV Metro Area",6.7
2021,"Dallas-Fort Worth-Arlington, TX Metro Area",6.5
2021,"Dalton, GA Metro Area",6.3
2021,"Danville, IL Metro Area",13.5
2021,"Daphne-Fairhope-Foley, AL Metro Area",33.1
2021,"Davenport-Moline-Rock Island, IA-IL Metro Area",4.6
2021,"Dayton-Kettering, OH Metro Area",3.8
2021,"Decatur, AL Metro Area",2
2021,"Decatur, IL Metro Area",11.2
2021,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2.3
2021,"Denver-Aurora-Lakewood, CO Metro Area",5.3
2021,"Des Moines-West Des Moines, IA Metro Area",6.1
2021,"Detroit-Warren-Dearborn, MI Metro Area",3.7
2021,"Dothan, AL Metro Area",5
2021,"Dover, DE Metro Area",6.8
2021,"Dubuque, IA Metro Area",4.2
2021,"Duluth, MN-WI Metro Area",5.7
2021,"Durham-Chapel Hill, NC Metro Area",6
2021,"East Stroudsburg, PA Metro Area",5.5
2021,"Eau Claire, WI Metro Area",3.8
2021,"El Centro, CA Metro Area",2.1
2021,"Elizabethtown-Fort Knox, KY Metro Area",5.2
2021,"Elkhart-Goshen, IN Metro Area",9.9
2021,"Elmira, NY Metro Area",2.8
2021,"El Paso, TX Metro Area",5.4
2021,"Enid, OK Metro Area",9.7
2021,"Erie, PA Metro Area",7.2
2021,"Eugene-Springfield, OR Metro Area",2.9
2021,"Evansville, IN-KY Metro Area",2.5
2021,"Fairbanks, AK Metro Area",7.4
2021,"Fargo, ND-MN Metro Area",4.2
2021,"Farmington, NM Metro Area",5.4
2021,"Fayetteville, NC Metro Area",4
2021,"Fayetteville-Springdale-Rogers, AR Metro Area",6.1
2021,"Flagstaff, AZ Metro Area",5.2
2021,"Flint, MI Metro Area",1.5
2021,"Florence, SC Metro Area",7.6
2021,"Florence-Muscle Shoals, AL Metro Area",4.7
2021,"Fond du Lac, WI Metro Area",4.9
2021,"Fort Collins, CO Metro Area",2.4
2021,"Fort Smith, AR-OK Metro Area",7.5
2021,"Fort Wayne, IN Metro Area",4
2021,"Fresno, CA Metro Area",2.5
2021,"Gadsden, AL Metro Area",3.8
2021,"Gainesville, FL Metro Area",14.5
2021,"Gainesville, GA Metro Area",4.2
2021,"Gettysburg, PA Metro Area",3.4
2021,"Glens Falls, NY Metro Area",4.4
2021,"Goldsboro, NC Metro Area",2
2021,"Grand Forks, ND-MN Metro Area",8.6
2021,"Grand Island, NE Metro Area",1.3
2021,"Grand Junction, CO Metro Area",4.8
2021,"Grand Rapids-Kentwood, MI Metro Area",3.5
2021,"Grants Pass, OR Metro Area",0
2021,"Great Falls, MT Metro Area",5.5
2021,"Greeley, CO Metro Area",6.7
2021,"Green Bay, WI Metro Area",3.4
2021,"Greensboro-High Point, NC Metro Area",5.9
2021,"Greenville, NC Metro Area",2.1
2021,"Greenville-Anderson, SC Metro Area",9
2021,"Guayama, PR Metro Area",2.7
2021,"Gulfport-Biloxi, MS Metro Area",6.4
2021,"Hagerstown-Martinsburg, MD-WV Metro Area",3.1
2021,"Hammond, LA Metro Area",4.2
2021,"Hanford-Corcoran, CA Metro Area",1.4
2021,"Harrisburg-Carlisle, PA Metro Area",4.4
2021,"Harrisonburg, VA Metro Area",2.7
2021,"Hartford-East Hartford-Middletown, CT Metro Area",4.9
2021,"Hattiesburg, MS Metro Area",5.2
2021,"Hickory-Lenoir-Morganton, NC Metro Area",1.8
2021,"Hilton Head Island-Bluffton, SC Metro Area",21.9
2021,"Hinesville, GA Metro Area",5
2021,"Homosassa Springs, FL Metro Area",8.5
2021,"Hot Springs, AR Metro Area",6.5
2021,"Houma-Thibodaux, LA Metro Area",3.9
2021,"Houston-The Woodlands-Sugar Land, TX Metro Area",8
2021,"Huntington-Ashland, WV-KY-OH Metro Area",4.6
2021,"Huntsville, AL Metro Area",3.8
2021,"Idaho Falls, ID Metro Area",4.4
2021,"Indianapolis-Carmel-Anderson, IN Metro Area",5.2
2021,"Iowa City, IA Metro Area",6.2
2021,"Ithaca, NY Metro Area",3.8
2021,"Jackson, MI Metro Area",5.6
2021,"Jackson, MS Metro Area",7.8
2021,"Jackson, TN Metro Area",4
2021,"Jacksonville, FL Metro Area",5.5
2021,"Jacksonville, NC Metro Area",10.7
2021,"Janesville-Beloit, WI Metro Area",0.6
2021,"Jefferson City, MO Metro Area",8.1
2021,"Johnson City, TN Metro Area",4.2
2021,"Johnstown, PA Metro Area",2.7
2021,"Jonesboro, AR Metro Area",5
2021,"Joplin, MO Metro Area",3.1
2021,"Kahului-Wailuku-Lahaina, HI Metro Area",29.5
2021,"Kalamazoo-Portage, MI Metro Area",6.5
2021,"Kankakee, IL Metro Area",3.4
2021,"Kansas City, MO-KS Metro Area",4.4
2021,"Kennewick-Richland, WA Metro Area",3.4
2021,"Killeen-Temple, TX Metro Area",2.3
2021,"Kingsport-Bristol, TN-VA Metro Area",3.8
2021,"Kingston, NY Metro Area",6
2021,"Knoxville, TN Metro Area",4.4
2021,"Kokomo, IN Metro Area",13.1
2021,"La Crosse-Onalaska, WI-MN Metro Area",3.9
2021,"Lafayette, LA Metro Area",5.7
2021,"Lafayette-West Lafayette, IN Metro Area",6.6
2021,"Lake Charles, LA Metro Area",5.9
2021,"Lake Havasu City-Kingman, AZ Metro Area",0.5
2021,"Lakeland-Winter Haven, FL Metro Area",3.2
2021,"Lancaster, PA Metro Area",2
2021,"Lansing-East Lansing, MI Metro Area",4.9
2021,"Laredo, TX Metro Area",7.4
2021,"Las Cruces, NM Metro Area",0.7
2021,"Las Vegas-Henderson-Paradise, NV Metro Area",6.3
2021,"Lawrence, KS Metro Area",8
2021,"Lawton, OK Metro Area",6
2021,"Lebanon, PA Metro Area",4.3
2021,"Lewiston, ID-WA Metro Area",4.5
2021,"Lewiston-Auburn, ME Metro Area",0
2021,"Lexington-Fayette, KY Metro Area",4.5
2021,"Lima, OH Metro Area",2.9
2021,"Lincoln, NE Metro Area",3.1
2021,"Little Rock-North Little Rock-Conway, AR Metro Area",5.7
2021,"Logan, UT-ID Metro Area",3.4
2021,"Longview, TX Metro Area",7.3
2021,"Longview, WA Metro Area",2
2021,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4.2
2021,"Louisville/Jefferson County, KY-IN Metro Area",6.9
2021,"Lubbock, TX Metro Area",8
2021,"Lynchburg, VA Metro Area",8.6
2021,"Macon-Bibb County, GA Metro Area",15.2
2021,"Madera, CA Metro Area",5.7
2021,"Madison, WI Metro Area",4.4
2021,"Manchester-Nashua, NH Metro Area",1.4
2021,"Manhattan, KS Metro Area",4.3
2021,"Mankato, MN Metro Area",3.9
2021,"Mansfield, OH Metro Area",2.7
2021,"Mayagüez, PR Metro Area",9.9
2021,"McAllen-Edinburg-Mission, TX Metro Area",4.4
2021,"Medford, OR Metro Area",3.2
2021,"Memphis, TN-MS-AR Metro Area",5.8
2021,"Merced, CA Metro Area",3.7
2021,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5.1
2021,"Michigan City-La Porte, IN Metro Area",4.6
2021,"Midland, MI Metro Area",0
2021,"Midland, TX Metro Area",13.2
2021,"Milwaukee-Waukesha, WI Metro Area",5.7
2021,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",6.1
2021,"Missoula, MT Metro Area",0
2021,"Mobile, AL Metro Area",3.5
2021,"Modesto, CA Metro Area",3.3
2021,"Monroe, LA Metro Area",6
2021,"Monroe, MI Metro Area",3.5
2021,"Montgomery, AL Metro Area",8.3
2021,"Morgantown, WV Metro Area",10
2021,"Morristown, TN Metro Area",6.2
2021,"Mount Vernon-Anacortes, WA Metro Area",1.1
2021,"Muncie, IN Metro Area",6.1
2021,"Muskegon, MI Metro Area",9.9
2021,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",21.4
2021,"Napa, CA Metro Area",3.6
2021,"Naples-Marco Island, FL Metro Area",9.8
2021,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",7.4
2021,"New Bern, NC Metro Area",3.9
2021,"New Haven-Milford, CT Metro Area",2.6
2021,"New Orleans-Metairie, LA Metro Area",5.8
2021,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",4
2021,"Niles, MI Metro Area",1.9
2021,"North Port-Sarasota-Bradenton, FL Metro Area",11.6
2021,"Norwich-New London, CT Metro Area",6.5
2021,"Ocala, FL Metro Area",5
2021,"Ocean City, NJ Metro Area",18.3
2021,"Odessa, TX Metro Area",6.6
2021,"Ogden-Clearfield, UT Metro Area",4.5
2021,"Oklahoma City, OK Metro Area",7.6
2021,"Olympia-Lacey-Tumwater, WA Metro Area",4.2
2021,"Omaha-Council Bluffs, NE-IA Metro Area",5.7
2021,"Orlando-Kissimmee-Sanford, FL Metro Area",8.9
2021,"Oshkosh-Neenah, WI Metro Area",1.9
2021,"Owensboro, KY Metro Area",2.1
2021,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",4.2
2021,"Palm Bay-Melbourne-Titusville, FL Metro Area",7.4
2021,"Panama City, FL Metro Area",2.4
2021,"Parkersburg-Vienna, WV Metro Area",4.1
2021,"Pensacola-Ferry Pass-Brent, FL Metro Area",2
2021,"Peoria, IL Metro Area",4.2
2021,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",4.8
2021,"Phoenix-Mesa-Chandler, AZ Metro Area",4.3
2021,"Pine Bluff, AR Metro Area",3
2021,"Pittsburgh, PA Metro Area",5.9
2021,"Pittsfield, MA Metro Area",2.2
2021,"Pocatello, ID Metro Area",2.1
2021,"Ponce, PR Metro Area",6.5
2021,"Portland-South Portland, ME Metro Area",4.4
2021,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",3.2
2021,"Port St. Lucie, FL Metro Area",7
2021,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",3.3
2021,"Prescott Valley-Prescott, AZ Metro Area",2.9
2021,"Providence-Warwick, RI-MA Metro Area",3.7
2021,"Provo-Orem, UT Metro Area",1.4
2021,"Pueblo, CO Metro Area",2.2
2021,"Punta Gorda, FL Metro Area",11.4
2021,"Racine, WI Metro Area",3.7
2021,"Raleigh-Cary, NC Metro Area",7.6
2021,"Rapid City, SD Metro Area",1.3
2021,"Reading, PA Metro Area",4.1
2021,"Redding, CA Metro Area",5.2
2021,"Reno, NV Metro Area",4.1
2021,"Richmond, VA Metro Area",4.3
2021,"Riverside-San Bernardino-Ontario, CA Metro Area",3.2
2021,"Roanoke, VA Metro Area",7
2021,"Rochester, MN Metro Area",8.5
2021,"Rochester, NY Metro Area",4.7
2021,"Rockford, IL Metro Area",5.1
2021,"Rocky Mount, NC Metro Area",2.1
2021,"Rome, GA Metro Area",5.9
2021,"Sacramento-Roseville-Folsom, CA Metro Area",2.4
2021,"Saginaw, MI Metro Area",7.3
2021,"St. Cloud, MN Metro Area",3.1
2021,"St. George, UT Metro Area",10.4
2021,"St. Joseph, MO-KS Metro Area",2.4
2021,"St. Louis, MO-IL Metro Area",4.5
2021,"Salem, OR Metro Area",3.2
2021,"Salinas, CA Metro Area",1.8
2021,"Salisbury, MD-DE Metro Area",6
2021,"Salt Lake City, UT Metro Area",4.8
2021,"San Angelo, TX Metro Area",15.8
2021,"San Antonio-New Braunfels, TX Metro Area",7.2
2021,"San Diego-Chula Vista-Carlsbad, CA Metro Area",3.7
2021,"San Francisco-Oakland-Berkeley, CA Metro Area",6.1
2021,"San Germán, PR Metro Area",3.1
2021,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",5.5
2021,"San Juan-Bayamón-Caguas, PR Metro Area",5.5
2021,"San Luis Obispo-Paso Robles, CA Metro Area",3.7
2021,"Santa Cruz-Watsonville, CA Metro Area",4
2021,"Santa Fe, NM Metro Area",6.5
2021,"Santa Maria-Santa Barbara, CA Metro Area",2.4
2021,"Santa Rosa-Petaluma, CA Metro Area",2.5
2021,"Savannah, GA Metro Area",4.1
2021,"Scranton--Wilkes-Barre, PA Metro Area",3.9
2021,"Seattle-Tacoma-Bellevue, WA Metro Area",4.5
2021,"Sebastian-Vero Beach, FL Metro Area",9.2
2021,"Sebring-Avon Park, FL Metro Area",4.8
2021,"Sheboygan, WI Metro Area",0.8
2021,"Sherman-Denison, TX Metro Area",2.6
2021,"Shreveport-Bossier City, LA Metro Area",8.3
2021,"Sierra Vista-Douglas, AZ Metro Area",5.2
2021,"Sioux City, IA-NE-SD Metro Area",3.9
2021,"Sioux Falls, SD Metro Area",4
2021,"South Bend-Mishawaka, IN-MI Metro Area",6.1
2021,"Spartanburg, SC Metro Area",4
2021,"Spokane-Spokane Valley, WA Metro Area",1.8
2021,"Springfield, IL Metro Area",11.4
2021,"Springfield, MA Metro Area",3.4
2021,"Springfield, MO Metro Area",3.2
2021,"Springfield, OH Metro Area",3.6
2021,"State College, PA Metro Area",8.4
2021,"Staunton, VA Metro Area",4
2021,"Stockton, CA Metro Area",2.5
2021,"Sumter, SC Metro Area",1.4
2021,"Syracuse, NY Metro Area",2.7
2021,"Tallahassee, FL Metro Area",4.5
2021,"Tampa-St. Petersburg-Clearwater, FL Metro Area",6.1
2021,"Terre Haute, IN Metro Area",4.4
2021,"Texarkana, TX-AR Metro Area",5.4
2021,"The Villages, FL Metro Area",15.4
2021,"Toledo, OH Metro Area",4.1
2021,"Topeka, KS Metro Area",6
2021,"Trenton-Princeton, NJ Metro Area",1.3
2021,"Tucson, AZ Metro Area",4
2021,"Tulsa, OK Metro Area",4.4
2021,"Tuscaloosa, AL Metro Area",6.1
2021,"Twin Falls, ID Metro Area",0.5
2021,"Tyler, TX Metro Area",18.6
2021,"Urban Honolulu, HI Metro Area",4.1
2021,"Utica-Rome, NY Metro Area",4.1
2021,"Valdosta, GA Metro Area",1.5
2021,"Vallejo, CA Metro Area",2.3
2021,"Victoria, TX Metro Area",7.7
2021,"Vineland-Bridgeton, NJ Metro Area",4.7
2021,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",3.9
2021,"Visalia, CA Metro Area",1.6
2021,"Waco, TX Metro Area",4
2021,"Walla Walla, WA Metro Area",7.9
2021,"Warner Robins, GA Metro Area",10.9
2021,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5.3
2021,"Waterloo-Cedar Falls, IA Metro Area",7.8
2021,"Watertown-Fort Drum, NY Metro Area",2.2
2021,"Wausau-Weston, WI Metro Area",2.7
2021,"Weirton-Steubenville, WV-OH Metro Area",3
2021,"Wenatchee, WA Metro Area",3
2021,"Wheeling, WV-OH Metro Area",11.1
2021,"Wichita, KS Metro Area",8.1
2021,"Wichita Falls, TX Metro Area",9.4
2021,"Williamsport, PA Metro Area",3.4
2021,"Wilmington, NC Metro Area",8.4
2021,"Winchester, VA-WV Metro Area",5.3
2021,"Winston-Salem, NC Metro Area",6.4
2021,"Worcester, MA-CT Metro Area",3.7
2021,"Yakima, WA Metro Area",2
2021,"Yauco, PR Metro Area",7.3
2021,"York-Hanover, PA Metro Area",3.8
2021,"Youngstown-Warren-Boardman, OH-PA Metro Area",3.9
2021,"Yuba City, CA Metro Area",1.6
2021,"Yuma, AZ Metro Area",2.9
2022,"Abilene, TX Metro Area",3.5
2022,"Aguadilla-Isabela, PR Metro Area",4.3
2022,"Akron, OH Metro Area",4
2022,"Albany, GA Metro Area",8.6
2022,"Albany-Lebanon, OR Metro Area",3.3
2022,"Albany-Schenectady-Troy, NY Metro Area",4.1
2022,"Albuquerque, NM Metro Area",4.9
2022,"Alexandria, LA Metro Area",5.8
2022,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",3.6
2022,"Altoona, PA Metro Area",6.3
2022,"Amarillo, TX Metro Area",11
2022,"Ames, IA Metro Area",3.5
2022,"Anchorage, AK Metro Area",6.2
2022,"Ann Arbor, MI Metro Area",2.9
2022,"Anniston-Oxford, AL Metro Area",4.3
2022,"Appleton, WI Metro Area",1.7
2022,"Arecibo, PR Metro Area",4.5
2022,"Asheville, NC Metro Area",11.9
2022,"Athens-Clarke County, GA Metro Area",1.5
2022,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6.6
2022,"Atlantic City-Hammonton, NJ Metro Area",1.9
2022,"Auburn-Opelika, AL Metro Area",7.8
2022,"Augusta-Richmond County, GA-SC Metro Area",8.9
2022,"Austin-Round Rock-Georgetown, TX Metro Area",3
2022,"Bakersfield, CA Metro Area",3.8
2022,"Baltimore-Columbia-Towson, MD Metro Area",3.9
2022,"Bangor, ME Metro Area",5.1
2022,"Barnstable Town, MA Metro Area",3.5
2022,"Baton Rouge, LA Metro Area",6.9
2022,"Battle Creek, MI Metro Area",11.1
2022,"Bay City, MI Metro Area",4.5
2022,"Beaumont-Port Arthur, TX Metro Area",9.9
2022,"Beckley, WV Metro Area",5.6
2022,"Bellingham, WA Metro Area",2.6
2022,"Bend, OR Metro Area",3.6
2022,"Billings, MT Metro Area",5.6
2022,"Binghamton, NY Metro Area",6
2022,"Birmingham-Hoover, AL Metro Area",6.3
2022,"Bismarck, ND Metro Area",10.8
2022,"Blacksburg-Christiansburg, VA Metro Area",6.1
2022,"Bloomington, IL Metro Area",6.8
2022,"Bloomington, IN Metro Area",6.1
2022,"Bloomsburg-Berwick, PA Metro Area",2.8
2022,"Boise City, ID Metro Area",5.3
2022,"Boston-Cambridge-Newton, MA-NH Metro Area",3.4
2022,"Boulder, CO Metro Area",3.5
2022,"Bowling Green, KY Metro Area",4.3
2022,"Bremerton-Silverdale-Port Orchard, WA Metro Area",0.8
2022,"Bridgeport-Stamford-Norwalk, CT Metro Area",3.5
2022,"Brownsville-Harlingen, TX Metro Area",4
2022,"Brunswick, GA Metro Area",8.5
2022,"Buffalo-Cheektowaga, NY Metro Area",3.9
2022,"Burlington, NC Metro Area",4.4
2022,"Burlington-South Burlington, VT Metro Area",2.3
2022,"California-Lexington Park, MD Metro Area",1.4
2022,"Canton-Massillon, OH Metro Area",2.1
2022,"Cape Coral-Fort Myers, FL Metro Area",8.2
2022,"Cape Girardeau, MO-IL Metro Area",6.8
2022,"Carbondale-Marion, IL Metro Area",5.3
2022,"Carson City, NV Metro Area",7.3
2022,"Casper, WY Metro Area",8.7
2022,"Cedar Rapids, IA Metro Area",13
2022,"Chambersburg-Waynesboro, PA Metro Area",2.5
2022,"Champaign-Urbana, IL Metro Area",7.9
2022,"Charleston, WV Metro Area",6.7
2022,"Charleston-North Charleston, SC Metro Area",7.6
2022,"Charlotte-Concord-Gastonia, NC-SC Metro Area",5.6
2022,"Charlottesville, VA Metro Area",1.8
2022,"Chattanooga, TN-GA Metro Area",4.4
2022,"Cheyenne, WY Metro Area",3.2
2022,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3.8
2022,"Chico, CA Metro Area",6.8
2022,"Cincinnati, OH-KY-IN Metro Area",3.9
2022,"Clarksville, TN-KY Metro Area",4.4
2022,"Cleveland, TN Metro Area",0
2022,"Cleveland-Elyria, OH Metro Area",4.1
2022,"Coeur d'Alene, ID Metro Area",5.1
2022,"College Station-Bryan, TX Metro Area",4.8
2022,"Colorado Springs, CO Metro Area",2.6
2022,"Columbia, MO Metro Area",4.6
2022,"Columbia, SC Metro Area",6.5
2022,"Columbus, GA-AL Metro Area",3.3
2022,"Columbus, IN Metro Area",0
2022,"Columbus, OH Metro Area",4.3
2022,"Corpus Christi, TX Metro Area",12.1
2022,"Corvallis, OR Metro Area",4.9
2022,"Crestview-Fort Walton Beach-Destin, FL Metro Area",14
2022,"Cumberland, MD-WV Metro Area",8.3
2022,"Dallas-Fort Worth-Arlington, TX Metro Area",6.9
2022,"Dalton, GA Metro Area",4.8
2022,"Danville, IL Metro Area",6.8
2022,"Daphne-Fairhope-Foley, AL Metro Area",12.1
2022,"Davenport-Moline-Rock Island, IA-IL Metro Area",5.9
2022,"Dayton-Kettering, OH Metro Area",2.4
2022,"Decatur, AL Metro Area",3.6
2022,"Decatur, IL Metro Area",10.5
2022,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",7.6
2022,"Denver-Aurora-Lakewood, CO Metro Area",5
2022,"Des Moines-West Des Moines, IA Metro Area",4.4
2022,"Detroit-Warren-Dearborn, MI Metro Area",5.3
2022,"Dothan, AL Metro Area",9.3
2022,"Dover, DE Metro Area",2.9
2022,"Dubuque, IA Metro Area",1.4
2022,"Duluth, MN-WI Metro Area",2.3
2022,"Durham-Chapel Hill, NC Metro Area",5.9
2022,"East Stroudsburg, PA Metro Area",4.1
2022,"Eau Claire, WI Metro Area",1.9
2022,"El Centro, CA Metro Area",1.3
2022,"Elizabethtown-Fort Knox, KY Metro Area",6.9
2022,"Elkhart-Goshen, IN Metro Area",6.4
2022,"Elmira, NY Metro Area",6.8
2022,"El Paso, TX Metro Area",5
